district,underground,street,house_number,floor,floors_count,total_meters,living_meters,kitchen_meters,rooms_count,year_construction,house_material_type,heating_type,price_per_month,commissions,author,author_type,phone,url,full_address,lat,lon,nearest_metro,metro_distance_m
Западное Дегунино,Ховрино,Ижорская ,6к1,21,33,60.0,,,2,,,,80000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603970/,"Москва, Ижорская , 6к1",55.8818016,37.5023699,Ховрино,1297.680527141441
Ховрино,Беломорская, Лавочкина,52,3,9,55.0,,,2,,,,67000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603963/,"Москва,  Лавочкина, 52",55.8641207,37.4886938,Беломорская,792.0999829056072
Дорогомилово,Поклонная,Поклонная ,9,12,34,63.0,,,2,,,,250000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603952/,"Москва, Поклонная , 9",55.7290865,37.5002733,Минская,540.1967407901876
Останкинский,Улица Академика Королёва,Хованская ,6,14,17,55.0,,,2,,,,100000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603948/,"Москва, Хованская , 6",55.8263457,37.6223059,Улица Академика Королёва,582.2872374389708
Южное Бутово,Бульвар Адмирала Ушакова, Адмирала Лазарева,19,14,14,66.0,,,2,,,,60000,0,EMPIRE HOME,real_estate_agent,,https://www.cian.ru/rent/flat/317603696/,"Москва,  Адмирала Лазарева, 19",55.5455789,37.5339718,Улица Горчакова,465.93233914093514
,Ольховая, 3-я Нововатутинская,6,15,17,43.0,,,2,,,,60000,0,Андрей Протопопов,realtor,,https://www.cian.ru/rent/flat/317603592/,"Москва,  3-я Нововатутинская, 6",55.5220148,37.3506671,Новомосковская,8304.321249218923
Выхино-Жулебино,Котельники, Авиаконструктора Миля,26,8,21,54.0,,,2,,,,70000,0,ПАРТНЕР,real_estate_agent,,https://www.cian.ru/rent/flat/317603464/,"Москва,  Авиаконструктора Миля, 26",55.6774826,37.858263,Котельники                                                                              ,354.35987994711496
,Потапово, Александры Монаховой,89к2,2,9,54.0,,,2,,,,75000,0,ПИК-Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603455/,"Москва,  Александры Монаховой, 89к2",55.5485912,37.488081,Потапово,547.3041180278235
Даниловский,Дубровка, Симоновский Вал,24К3,3,5,55.0,,,2,,,,87000,0,Яндекс Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603420/,"Москва,  Симоновский Вал, 24К3",55.7196197,37.660721,Дубровка,966.8900803799369
Коньково,Беляево,Миклухо-Маклая ,18/1,9,16,54.0,,,2,,,,65000,0,Новый свет,real_estate_agent,,https://www.cian.ru/rent/flat/317603198/,"Москва, Миклухо-Маклая , 18/1",55.6449597,37.5182953,Беляево                                                                                 ,524.590739533013
Лефортово,Авиамоторная,проезд Невельского,1к4,21,28,46.0,,,2,,,,80000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317603074/,"Москва, проезд Невельского, 1к4",55.7494149,37.7005919,Площадь Ильича,1168.721253846517
Северное Тушино,Планерная, Героев Панфиловцев,22К1,11,12,45.8,,,2,,,,60000,0,ID 130650854,realtor,,https://www.cian.ru/rent/flat/317603067/,"Москва,  Героев Панфиловцев, 22К1",55.8572037,37.4112296,Планерная                                                                               ,1623.5251895404595
Бирюлево Западное,Пражская,Булатниковский проезд,10к4,5,12,47.0,,,2,,,,50000,0,Елена Фомина,realtor,,https://www.cian.ru/rent/flat/317602705/,"Москва, Булатниковский проезд, 10к4",55.5894999,37.6552388,Улица Академика Янгеля,3509.3681175939923
Марьина роща,Марьина Роща,Шереметьевская ,26,8,9,55.0,,,2,,,,140000,0,Life Style,real_estate_agent,,https://www.cian.ru/rent/flat/317602406/,"Москва, Шереметьевская , 26",55.8053528,37.617179,Марьина Роща,1109.8263688826914
Хорошево-Мневники,Шелепиха,Причальный проезд,10к1,25,35,37.5,,,2,,,,140000,0,Las Vegas,real_estate_agent,,https://www.cian.ru/rent/flat/317602368/,"Москва, Причальный проезд, 10к1",55.7604834,37.5172753,Шелепиха,619.2526137381697
Марьино,Перерва,Донецкая ,4,11,16,51.0,,,2,,,,58000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317602219/,"Москва, Донецкая , 4",55.6524804,37.7175036,Марьино,1634.8745876386665
,Прокшино,проспект Магеллана,1,9,16,63.4,,,2,,,,75000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317602205/,"Москва, проспект Магеллана, 1",55.5901104,37.4478705,Прокшино,987.5997277969088
Раменки,Минская,Минская ,1ГК1,19,22,75.0,,,2,,,,199000,0,EMPIRE,real_estate_agent,,https://www.cian.ru/rent/flat/317602164/,"Москва, Минская , 1ГК1",55.7241647,37.5047097,Минская,486.86550059006805
Хорошевский,Полежаевская,Хорошевское шоссе,76К4,7,9,45.0,,,2,,,,115000,0,EMPIRE,real_estate_agent,,https://www.cian.ru/rent/flat/317602158/,"Москва, Хорошевское шоссе, 76К4",55.7795364,37.5250817,Хорошёвская,410.3879268116939
Алексеевский,Улица Сергея Эйзенштейна, Бориса Галушкина,8/18,11,14,54.0,,,2,,,,68000,0,Марина Свириденко,realtor,,https://www.cian.ru/rent/flat/317601964/,"Москва,  Бориса Галушкина, 8/18",55.8247087,37.6518992,Улица Сергея Эйзенштейна,665.182783078254
Красносельский,Сухаревская,Большая Сухаревская площадь,16/18С1,8,8,50.0,,,2,,,,111000,0,ID 265909,realtor,,https://www.cian.ru/rent/flat/317601851/,"Москва, Большая Сухаревская площадь, 16/18С1",55.7714132,37.6372032,Сухаревская                                  ,393.5756416711042
Алексеевский,ВДНХ, Константинова,9,1,5,43.0,,,2,,,,76000,0,ID 50675219,homeowner,,https://www.cian.ru/rent/flat/317601689/,"Москва,  Константинова, 9",55.8165786,37.6539219,ВДНХ                                              ,948.3684891844133
Зюзино,Каховская,Болотниковская ,33К3,17,17,62.8,,,2,,,,75000,0,CENTURY 21 Перспектива,real_estate_agent,,https://www.cian.ru/rent/flat/317601587/,"Москва, Болотниковская , 33К3",55.6578018,37.5877122,Каховская,854.3937316777038
Очаково-Матвеевское,Аминьевская,Большая Очаковская ,2,10,30,53.0,,,2,,,,120000,0,ID 51215832,homeowner,,https://www.cian.ru/rent/flat/317601578/,"Москва, Большая Очаковская , 2",55.6924617,37.4666244,Аминьевская,549.131880130423
Пресненский,, Малая Грузинская,41,8,16,53.0,,,2,,,,90000,0,Елена Гордеева,realtor,,https://www.cian.ru/rent/flat/317601576/,"Москва,  Малая Грузинская, 41",55.7717426,37.5725597,Белорусская,880.9210578919672
Рязанский,Текстильщики,Саратовская ,24,20,23,65.0,,,2,,,,75000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317601233/,"Москва, Саратовская , 24",55.7174229,37.7494686,Стахановская,1149.763665310158
Южнопортовый,Угрешская,Волгоградский проспект,32/3к3,13,30,40.0,,,2,,,,80000,0,Паскаль,real_estate_agent,,https://www.cian.ru/rent/flat/317601221/,"Москва, Волгоградский проспект, 32/3к3",55.7202211,37.693549,Угрешская,342.2253724836859
Чертаново Южное,Улица Академика Янгеля,Варшавское шоссе,141к10,11,25,48.0,,,2,,,,65000,0,MDco,real_estate_agent,,https://www.cian.ru/rent/flat/317601142/,"Москва, Варшавское шоссе, 141к10",55.5891121,37.602582,Улица Академика Янгеля,658.9138473201482
Ломоносовский,Новые Черёмушки, Академика Пилюгина,8К2,8,18,52.0,,,2,,,,55000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317600982/,"Москва,  Академика Пилюгина, 8К2",55.6712774,37.540208,Новые Черемушки                                                                         ,901.0121132583586
Очаково-Матвеевское,Матвеевская,Веерная ,5К1,10,12,66.7,,,2,,,,80000,0,ГОРОБМЕН,real_estate_agent,,https://www.cian.ru/rent/flat/317600820/,"Москва, Веерная , 5К1",55.7092095,37.4759253,Аминьевская,1526.8407734889818
Кузьминки,Кузьминки,Волгоградский проспект,113К3,2,5,43.0,,,2,,,,65000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600783/,"Москва, Волгоградский проспект, 113К3",55.707689,37.7608738,Кузьминки                                                                               ,377.31812780609545
Даниловский,ЗИЛ,Автозаводская ,23Бк2,22,26,45.0,,,2,,,,145000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600751/,"Москва, Автозаводская , 23Бк2",,,,
Марьино,Марьино,Новочеркасский бульвар,49,7,14,54.0,,,2,,,,90000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600749/,"Москва, Новочеркасский бульвар, 49",55.6515506,37.737974,Марьино,365.97934289007026
Соколиная гора,Шоссе Энтузиастов, Уткина,45А,3,9,50.0,,,2,,,,50000,0,VITA ESTATE,real_estate_agent,,https://www.cian.ru/rent/flat/317600628/,"Москва,  Уткина, 45А",55.7611874,37.7434347,Шоссе Энтузиастов,573.9449370126325
Нагатино-Садовники,Нагатинская,Нагатинская набережная,10А,18,26,60.0,,,2,,,,130000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317600495/,"Москва, Нагатинская набережная, 10А",55.6823842,37.6375852,Нагатинская,957.6520178220469
Щукино,Щукинская,Авиационная ,59,10,26,55.0,,,2,,,,75000,0,Наталья Крупина,realtor,,https://www.cian.ru/rent/flat/317600142/,"Москва, Авиационная , 59",55.8091871,37.4563353,Щукинская                                                                               ,491.21766825252485
Даниловский,Технопарк,проспект Лихачева,22,3,18,58.0,,,2,,,,160000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317599915/,"Москва, проспект Лихачева, 22",55.6871601,37.6559153,Технопарк,1013.3320245297886
Тверской,Достоевская,1-й Самотечный переулок,17Б,4,15,63.5,,,2,,,,150000,0,ID 108479945,homeowner,,https://www.cian.ru/rent/flat/317599736/,"Москва, 1-й Самотечный переулок, 17Б",55.7772066,37.6096794,Новослободская,525.6143322009378
Перово,Перово,3-я Владимирская ,9К3,2,5,55.0,,,2,,,,65000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317599679/,"Москва, 3-я Владимирская , 9К3",55.7607198,37.7895605,Перово,1087.052849104931
Можайский,Сетунь,Можайское шоссе,44,5,9,45.7,,,2,,,,77000,0,ID 8476,realtor,,https://www.cian.ru/rent/flat/317598986/,"Москва, Можайское шоссе, 44",55.7181244,37.4099876,Молодёжная,2560.654908388675
Солнцево,Говорово,Боровское шоссе,2Ак4,4,14,50.0,,,2,,,,78000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317598576/,"Москва, Боровское шоссе, 2Ак4",55.6604794,37.4134853,Говорово,257.9789549782768
Даниловский,ЗИЛ, Архитектора Щусева,4к2,10,16,42.0,,,2,,,,110000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317598552/,"Москва,  Архитектора Щусева, 4к2",55.6971954,37.6327745,ЗИЛ,983.9413334953567
