district,underground,street,house_number,floor,floors_count,total_meters,living_meters,kitchen_meters,rooms_count,year_construction,house_material_type,heating_type,price_per_month,commissions,author,author_type,phone,url,full_address,lat,lon,nearest_metro,metro_distance_m
Бескудниковский,Селигерская,Дмитровское шоссе,86,7,25,50.0,,,2,,,,75000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317615193/,"Москва, Дмитровское шоссе, 86",55.8693857,37.5498955,Селигерская,498.0034254749024
Южное Бутово,,Южнобутовская ,50,9,9,55.0,,,2,,,,60000,0,Елена Соколова,realtor,,https://www.cian.ru/rent/flat/317615031/,"Москва, Южнобутовская , 50",55.5385266,37.5327217,Улица Горчакова,384.101845679614
Лианозово,Алтуфьево,Абрамцевская ,2К2,16,16,62.0,,,2,,,,68000,0,МЕГАПОЛИС ЭСТЕЙТ,real_estate_agent,,https://www.cian.ru/rent/flat/317614988/,"Москва, Абрамцевская , 2К2",55.8924356,37.5762441,Алтуфьево,914.6752133539846
Беговой,Белорусская,Скаковая ,7/21А,3,4,56.0,,,2,,,,65000,0,ID 10058626,homeowner,,https://www.cian.ru/rent/flat/317614811/,"Москва, Скаковая , 7/21А",55.7818645,37.5680669,Динамо,1077.0070064041274
Новогиреево,Кусково,Перовская ,46К4,4,5,49.0,,,2,,,,52000,0,ПАРТНЕР,real_estate_agent,,https://www.cian.ru/rent/flat/317614708/,"Москва, Перовская , 46К4",55.7439298,37.7849657,Перово,804.8804789770093
Богородское,Бульвар Рокоссовского,бульвар Маршала Рокоссовского,6к1,16,32,50.0,,,2,,,,75000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317614663/,"Москва, бульвар Маршала Рокоссовского, 6к1",55.8096828,37.7282837,Бульвар Рокоссовского,670.5410616614134
,Румянцево,,5с1,5,16,45.0,,,2,,,,70000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317614626/,,46.3144754,11.0480288,Аэропорт Внуково,2095195.5436820486
Хорошево-Мневники,Народное Ополчение, Народного Ополчения,7К3,1,17,57.0,,,2,,,,75000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317614586/,"Москва,  Народного Ополчения, 7К3",55.7723236,37.4725711,Народное Ополчение,760.3380717342318
Очаково-Матвеевское,Аминьевская,Большая Очаковская ,2К2,23,33,45.0,,,2,,,,120000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317614585/,"Москва, Большая Очаковская , 2К2",55.6924617,37.4666244,Аминьевская,549.131880130423
Кунцево,Молодёжная,Ярцевская ,24К2,7,25,47.0,,,2,,,,95000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317614565/,"Москва, Ярцевская , 24К2",55.7395397,37.4149905,Молодёжная,180.57371844944083
Аэропорт,Аэропорт,Красноармейская ,9,8,9,45.0,,,2,,,,65000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317614421/,"Москва, Красноармейская , 9",55.7983228,37.5464681,Аэропорт,878.9468313372299
Зюзино,Нахимовский проспект,Сивашская ,19,5,5,42.0,,,2,,,,53000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317614419/,"Москва, Сивашская , 19",55.6616257,37.599473,Нахимовский проспект,397.7258801614561
Люблино,Депо,Люблинская ,72Ак2,13,25,55.3,,,2,,,,70000,0,ID 196263,realtor,,https://www.cian.ru/rent/flat/317614401/,"Москва, Люблинская , 72Ак2",,,,
Северное Бутово,Бульвар Дмитрия Донского,Старобитцевская ,17К3,6,22,75.0,,,2,,,,60000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317614210/,"Москва, Старобитцевская , 17К3",55.5758778,37.5815706,Лесопарковая,752.7720920777887
Филевский парк,Фили,Большая Филевская ,4,14,16,40.0,,,2,,,,120000,0,EstateLiga,real_estate_agent,,https://www.cian.ru/rent/flat/317614193/,"Москва, Большая Филевская , 4",55.7536763,37.5131224,Фили,862.752714174761
Кунцево,Молодёжная,Ярцевская ,24К2,10,25,47.0,,,2,,,,90000,0,ГОРОДСКОЙ КВАРТАЛ,real_estate_agent,,https://www.cian.ru/rent/flat/317614049/,"Москва, Ярцевская , 24К2",55.7395397,37.4149905,Молодёжная,180.57371844944083
Тверской,Менделеевская,Новослободская ,46,10,12,52.0,,,2,,,,140000,0,Андрей Алябьев,realtor,,https://www.cian.ru/rent/flat/317613910/,"Москва, Новослободская , 46",55.7856918,37.5958531,Менделеевская,617.4518773459723
Левобережный,Речной вокзал,Ленинградское шоссе,94К2,2,31,40.0,,,2,,,,85000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317613909/,"Москва, Ленинградское шоссе, 94К2",55.8558405,37.4717234,Речной вокзал,293.4090432036311
Пресненский,Москва-Сити,1-й Красногвардейский проезд,22с1,43,79,72.0,,,2,,,,600000,0,Delight Realty,real_estate_agent,,https://www.cian.ru/rent/flat/317613383/,"Москва, 1-й Красногвардейский проезд, 22с1",55.7510862,37.5337195,Москва-Сити,310.41491030113497
Хамовники,Парк Культуры,Фрунзенская набережная,8,2,7,61.1,,,2,,,,120000,0,Нина Коваленко,realtor,,https://www.cian.ru/rent/flat/317613351/,"Москва, Фрунзенская набережная, 8",55.7332111,37.5951392,Парк культуры,272.4383726605192
,Потапово, Эдварда Грига,15,16,16,67.0,,,2,,,,50000,0,Ольга Савостьянова,realtor,,https://www.cian.ru/rent/flat/317613332/,"Москва,  Эдварда Грига, 15",55.5571629,37.5080202,Потапово,1069.8823274684892
Орехово-Борисово Северное,Домодедовская,Борисовский проезд,9К3,4,14,60.0,,,2,,,,70000,0,ID 165978,realtor,,https://www.cian.ru/rent/flat/317613182/,"Москва, Борисовский проезд, 9К3",55.6270427,37.7174434,Шипиловская,1781.5057978805628
Проспект Вернадского,Проспект Вернадского, Коштоянца,3,4,5,45.0,,,2,,,,60000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317613133/,"Москва,  Коштоянца, 3",55.6792261,37.4939189,Проспект Вернадского,798.8269464097285
Проспект Вернадского,Проспект Вернадского, Коштоянца,3,4,5,40.0,,,2,,,,60000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317613112/,"Москва,  Коштоянца, 3",55.6792261,37.4939189,Проспект Вернадского,798.8269464097285
Лосиноостровский,Медведково,Тайнинская ,13К2,6,17,56.0,,,2,,,,75000,0,ID 110280747,homeowner,,https://www.cian.ru/rent/flat/317612980/,"Москва, Тайнинская , 13К2",55.8843358,37.6821509,Медведково                                                                              ,1343.1857108862519
Чертаново Центральное,Пражская, Красного Маяка,8К2,5,9,47.0,,,2,,,,55000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317612409/,"Москва,  Красного Маяка, 8К2",55.614837,37.5974868,Пражская,513.2124938751625
Раменки,Поклонная, Пырьева,26К1,15,16,51.0,,,2,,,,100000,0,АРМ-Недвижимость,real_estate_agent,,https://www.cian.ru/rent/flat/317612356/,"Москва,  Пырьева, 26К1",55.7285615,37.5279687,Парк Победы,1048.7563742820685
Тверской,Белорусская, Бутырский Вал,32,4,9,50.0,,,2,,,,95000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317612088/,"Москва,  Бутырский Вал, 32",55.7840164,37.5873001,Белорусская,848.7724832652947
Ивановское,Новогиреево,Челябинская ,24К1,8,12,52.0,,,2,,,,60000,0,Екатерина Орлова,realtor,,https://www.cian.ru/rent/flat/317612035/,"Москва, Челябинская , 24К1",55.7783239,37.8335636,Первомайская,2825.9016563446507
Северное Бутово,Бульвар Дмитрия Донского,Коктебельская ,4К2,14,17,50.2,,,2,,,,58000,0,ID 460133,realtor,,https://www.cian.ru/rent/flat/317611982/,"Москва, Коктебельская , 4К2",55.5664545,37.5853075,Улица Старокачаловская,612.5288953796967
Солнцево,Новопеределкино,Производственная ,17,16,18,38.0,,,2,,,,70000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317611904/,"Москва, Производственная , 17",55.6434402,37.3820192,Солнцево,859.2291078769975
Лосиноостровский,Бабушкинская,Анадырский проезд,25К2,1,5,58.0,,,2,,,,55000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317611741/,"Москва, Анадырский проезд, 25К2",55.8656064,37.6850294,Бабушкинская                                                                            ,1358.8379585151736
Сокол,Панфиловская, Зорге,34,9,16,50.0,,,2,,,,70000,0,ID 78863045,unknown,,https://www.cian.ru/rent/flat/317611693/,"Москва,  Зорге, 34",55.795789,37.5044594,Панфиловская,511.74754563565847
Арбат,Смоленская,Малый Новопесковский переулок,8,4,11,135.0,,,2,,,,360000,0,Penny Lane Moscow,real_estate_agent,,https://www.cian.ru/rent/flat/317611597/,"Москва, Малый Новопесковский переулок, 8",55.7497379,37.5775714,Смоленская,394.8782231610764
Ховрино,Грачёвская,Клинская ,3,8,9,42.0,,,2,,,,53000,0,Андрей Галушко,realtor,,https://www.cian.ru/rent/flat/317611445/,"Москва, Клинская , 3",55.8654827,37.5041669,Беломорская,1738.8183251408016
Проспект Вернадского,Проспект Вернадского, Коштоянца,3,4,5,35.0,,,2,,,,60000,0,SKY REALTY,real_estate_agent,,https://www.cian.ru/rent/flat/317611368/,"Москва,  Коштоянца, 3",55.6792261,37.4939189,Проспект Вернадского,798.8269464097285
Митино,Митино,Митинская ,28к5,3,25,61.0,,,2,,,,85000,0,ID 88177389,homeowner,,https://www.cian.ru/rent/flat/317611183/,"Москва, Митинская , 28к5",55.8442502,37.3714772,Митино,603.1465807906532
Гагаринский,Университет,Ленинский проспект,75/9,7,9,62.7,,,2,,,,145000,0,ID 131135145,homeowner,,https://www.cian.ru/rent/flat/317611115/,"Москва, Ленинский проспект, 75/9",55.6868824,37.5448853,Университет,960.2421115540175
Соколиная гора,Измайлово,Борисовская ,37,12,12,45.8,,,2,,,,65000,0,ID 5719,realtor,,https://www.cian.ru/rent/flat/317611052/,"Москва, Борисовская , 37",55.7935828,37.7351169,Измайлово,734.8834316165298
Левобережный,Речной вокзал,Фестивальная ,11,9,9,44.0,,,2,,,,95000,0,ID 13121914,homeowner,,https://www.cian.ru/rent/flat/317611002/,"Москва, Фестивальная , 11",55.8555315,37.4752598,Речной вокзал,87.81953975926895
Тропарево-Никулино,Тропарёво,проспект Вернадского,94к5,5,14,56.0,,,2,,,,125000,0,Verges of estate,real_estate_agent,,https://www.cian.ru/rent/flat/317610989/,"Москва, проспект Вернадского, 94к5",55.6521888,37.4729123,Тропарёво,711.7732809454858
Нагорный,Варшавская,Варшавское шоссе,70К2,8,16,52.0,,,2,,,,70000,0,ID 3379,realtor,,https://www.cian.ru/rent/flat/317610964/,"Москва, Варшавское шоссе, 70К2",55.6579936,37.6169931,Варшавская,544.0842694197146
Западное Дегунино,Селигерская,Дегунинская ,12к1,13,13,55.0,,,2,,,,65000,0,Павел Ибрагимов,realtor,,https://www.cian.ru/rent/flat/317610820/,"Москва, Дегунинская , 12к1",55.8664228,37.5368364,Селигерская,737.0159533194261
Южнопортовый,Дубровка, 1-я Машиностроения,7,12,16,41.7,,,2,,,,130000,0,AVILU Real Estate,real_estate_agent,,https://www.cian.ru/rent/flat/317610810/,"Москва,  1-я Машиностроения, 7",55.7159219,37.675623,Дубровка,299.11065700345824
Дорогомилово,Киевская,Украинский бульвар,6,3,12,50.0,,,2,,,,75000,0,Семён Воинов,realtor,,https://www.cian.ru/rent/flat/317610792/,"Москва, Украинский бульвар, 6",55.7476454,37.5649942,Киевская,384.85470221077725
,Рассказовка, Самуила Маршака,17,13,17,55.0,,,2,,,,72000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317610776/,"Москва,  Самуила Маршака, 17",55.6359705,37.3269725,Рассказовка,538.5089022710231
Пресненский,Москва-Сити,3-я Красногвардейская ,2,4,5,45.0,,,2,,,,80000,0,ID 702644,realtor,,https://www.cian.ru/rent/flat/317610672/,"Москва, 3-я Красногвардейская , 2",55.7585198,37.5420428,Деловой центр,929.5855075635944
Пресненский,Шелепиха,Шелепихинское шоссе,7К2,3,5,47.0,,,2,,,,60000,0,МИР-Н,real_estate_agent,,https://www.cian.ru/rent/flat/317610658/,"Москва, Шелепихинское шоссе, 7К2",55.7567995,37.5207109,Шелепиха,316.70779663315864
Теплый Стан,Генерала Тюленева, Теплый Стан,15К5,12,12,54.0,,,2,,,,70000,0,ПРЕСТИЖ,real_estate_agent,,https://www.cian.ru/rent/flat/317610617/,"Москва,  Теплый Стан, 15К5",55.6210967,37.4885017,Тютчевская,515.3448760784025
Войковский,Водный стадион, Адмирала Макарова,6А,13,22,58.0,,,2,,,,150000,0,ID 43533329,real_estate_agent,,https://www.cian.ru/rent/flat/317610588/,"Москва,  Адмирала Макарова, 6А",55.8367579,37.4930182,Водный стадион,520.9810513804384
Филевский парк,Багратионовская,Барклая ,6Ак1,2,24,50.0,,,2,,,,130000,0,ID 96791709,homeowner,,https://www.cian.ru/rent/flat/317610583/,"Москва, Барклая , 6Ак1",55.7407159,37.5065589,Багратионовская,653.8286582314081
Старое Крюково,Зеленоград — Крюково,Зеленоград,к901Б,2,15,65.0,,,2,,,,80000,0,Молчанова и Ко,real_estate_agent,,https://www.cian.ru/rent/flat/317610563/,"Москва, Зеленоград, к901Б",55.991971,37.214241,Пятницкое шоссе,17462.936719548365
Царицыно,Кавказский бульвар,Кавказский бульвар,51к2,10,26,48.5,,,2,,,,65000,0,Самолет Плюс Москва,real_estate_agent,,https://www.cian.ru/rent/flat/317610485/,"Москва, Кавказский бульвар, 51к2",55.6274618,37.6406062,Кантемировская,1360.6523503375404
Даниловский,ЗИЛ,бульвар Братьев Весниных,1,8,40,40.0,,,2,,,,130000,0,EMPIRE,real_estate_agent,,https://www.cian.ru/rent/flat/317610087/,"Москва, бульвар Братьев Весниных, 1",55.6981404,37.6400943,ЗИЛ,516.264526843151
Тимирязевский,Дмитровская,Дмитровский проезд,1,26,48,43.0,,,2,,,,145000,0,Надежда Гимель,realtor,,https://www.cian.ru/rent/flat/317609976/,"Москва, Дмитровский проезд, 1",55.8087343,37.5782389,Дмитровская,298.0031034180817
Нижегородский,Нижегородская,Перовское шоссе,2к1,31,33,46.0,,,2,,,,100000,0,HOMEWAY,real_estate_agent,,https://www.cian.ru/rent/flat/317609974/,"Москва, Перовское шоссе, 2к1",55.7337522,37.7383162,Нижегородская,563.7158041121829
Матушкино,Зеленоград — Крюково,Зеленоград,к454,8,9,54.0,,,2,,,,77000,0,Любовь Перова,realtor,,https://www.cian.ru/rent/flat/317609960/,"Москва, Зеленоград, к454",55.9989907,37.2078478,Пятницкое шоссе,18339.196822181086
Восточное Дегунино,Верхние Лихоборы,Дубнинская ,4К1,2,9,48.0,,,2,,,,50000,0,EMPIRE HOME,real_estate_agent,,https://www.cian.ru/rent/flat/317609957/,"Москва, Дубнинская , 4К1",55.8578732,37.5692313,Верхние Лихоборы,556.9477048944863
,Потапово, Александры Монаховой,98к2,2,18,44.0,,,2,,,,60000,0,Этажи Москва,real_estate_agent,,https://www.cian.ru/rent/flat/317609885/,"Москва,  Александры Монаховой, 98к2",55.5404702,37.4833493,Потапово,1484.0949433525989
Фили-Давыдково,Давыдково,Инициативная ,14К1,4,4,37.0,,,2,,,,70000,0,Елена Лукьянова,realtor,,https://www.cian.ru/rent/flat/317609736/,"Москва, Инициативная , 14К1",55.7161954,37.4554857,Давыдково,257.9717611398914
,Кокошкино,,15к10,1,10,32.0,,,2,,,,47000,0,Домклик Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317609508/,,46.3144754,11.0480288,Аэропорт Внуково,2095195.5436820486
Ясенево,Новоясеневская,Голубинская ,32/2,8,16,54.0,,,2,,,,65000,0,Этажи Москва,real_estate_agent,,https://www.cian.ru/rent/flat/317609492/,"Москва, Голубинская , 32/2",55.593911,37.5460106,Новоясеневская                         ,939.6640618760757
Алтуфьевский,Бескудниково,Стандартная ,31,2,9,42.0,,,2,,,,70000,0,ПАРТНЕР,real_estate_agent,,https://www.cian.ru/rent/flat/317609450/,"Москва, Стандартная , 31",55.8821039,37.5735167,Яхромская,1776.6918894422859
Северное Бутово,Бульвар Дмитрия Донского, Грина,9,1,17,50.0,,,2,,,,51000,0,ID 8817454,unknown,,https://www.cian.ru/rent/flat/317609429/,"Москва,  Грина, 9",55.5669917,37.5680902,Улица Старокачаловская,587.3863478572248
Хорошевский,Полежаевская,Хорошевское шоссе,25Ак2,6,20,65.0,,,2,,,,175000,0,ID 131036266,realtor,,https://www.cian.ru/rent/flat/317609379/,"Москва, Хорошевское шоссе, 25Ак2",,,,
,Рассказовка, Анны Ахматовой,11к1,2,24,55.0,,,2,,,,60000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317609212/,"Москва,  Анны Ахматовой, 11к1",55.634322,37.333206,Рассказовка,105.17146367225074
Алексеевский,Алексеевская,проспект Мира,110/2,3,17,46.0,,,2,,,,70000,0,БЕСТ на Проспекте Мира,real_estate_agent,,https://www.cian.ru/rent/flat/317608979/,"Москва, проспект Мира, 110/2",55.8056074,37.6390058,Алексеевская,355.4589048366895
Тропарево-Никулино,Юго-Западная,проспект Вернадского,93,6,12,52.0,,,2,,,,70000,0,ИП Боброва Е. И.,real_estate_agent,,https://www.cian.ru/rent/flat/317608774/,"Москва, проспект Вернадского, 93",55.6674459,37.4952057,Юго-Западная,862.9555935660483
Южное Медведково,Свиблово,Ясный проезд,16,6,18,52.0,,,2,,,,55000,0,ID 120036,realtor,,https://www.cian.ru/rent/flat/317608743/,"Москва, Ясный проезд, 16",55.8748988,37.6243554,Бибирево,1643.873064761101
Пресненский,Баррикадная,Малая Никитская ,10,4,7,113.0,,,2,,,,350000,0,Apple Real Estate,real_estate_agent,,https://www.cian.ru/rent/flat/317608584/,"Москва, Малая Никитская , 10",55.7582444,37.5948551,Арбатская,975.3776289567668
Строгино,Строгино, Исаковского,18,1,9,47.0,,,2,,,,58000,0,ID 114786998,realtor,,https://www.cian.ru/rent/flat/317608554/,"Москва,  Исаковского, 18",55.8115687,37.4101598,Строгино,971.6471194698009
Кунцево,Молодёжная,Ельнинская ,14К1,11,12,53.0,,,2,,,,50000,0,Евгений Тогобицкий,realtor,,https://www.cian.ru/rent/flat/317608496/,"Москва, Ельнинская , 14К1",55.7371934,37.4260591,Молодёжная,706.7431369486735
Западное Дегунино,Селигерская,Ильменский проезд,14к8,17,39,53.0,,,2,,,,110000,0,ID 10210450,unknown,,https://www.cian.ru/rent/flat/317608485/,"Москва, Ильменский проезд, 14к8",55.8623928,37.5426854,Селигерская,457.49731850108674
Хорошево-Мневники,Зорге,3-я Хорошевская ,17А,10,22,46.0,,,2,,,,100000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317608456/,"Москва, 3-я Хорошевская , 17А",55.7845489,37.495187,Зорге,687.3077077841274
Солнцево,Новопеределкино,Производственная ,17,7,21,35.0,,,2,,,,75000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317608392/,"Москва, Производственная , 17",55.6434402,37.3820192,Солнцево,859.2291078769975
Тверской,Менделеевская, Палиха,7-9к2,4,5,56.0,,,2,,,,109000,0,Мой Дом - отделение Добрынинское,real_estate_agent,,https://www.cian.ru/rent/flat/317608260/,"Москва,  Палиха, 7-9к2",55.7857208,37.5987446,Менделеевская,545.984115096595
Лосиноостровский,Медведково,Тайнинская ,13К2,6,17,60.0,,,2,,,,75000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317608237/,"Москва, Тайнинская , 13К2",55.8843358,37.6821509,Медведково                                                                              ,1343.1857108862519
,Саларьево, Саларьевская,13к2,21,24,41.0,,,2,,,,75000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317608196/,"Москва,  Саларьевская, 13к2",55.6134579,37.4119839,Филатов Луг,1368.1136587047465
Даниловский,ЗИЛ,бульвар Братьев Весниных,2,5,17,42.0,,,2,,,,200000,0,EMPIRE,real_estate_agent,,https://www.cian.ru/rent/flat/317608193/,"Москва, бульвар Братьев Весниных, 2",55.6988756,37.6386166,ЗИЛ,612.23114845155
Лефортово,Площадь Ильича,проезд Шелихова,2,5,15,45.0,,,2,,,,110000,0,EMPIRE HOME,real_estate_agent,,https://www.cian.ru/rent/flat/317608160/,"Москва, проезд Шелихова, 2",55.7488494,37.6911507,Площадь Ильича,579.3995693900355
,Ольховая, 3-я Нововатутинская,8,5,17,64.8,,,2,,,,50000,0,ID 49441435,realtor,,https://www.cian.ru/rent/flat/317608145/,"Москва,  3-я Нововатутинская, 8",55.5213205,37.3477265,Новомосковская,8505.141719124827
Лосиноостровский,Медведково,Тайнинская ,13К2,6,17,60.0,,,2,,,,75000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317608129/,"Москва, Тайнинская , 13К2",55.8843358,37.6821509,Медведково                                                                              ,1343.1857108862519
Филевский парк,Фили,Большая Филевская ,3к1,4,14,71.0,,,2,,,,250000,0,EstateLiga,real_estate_agent,,https://www.cian.ru/rent/flat/317607956/,"Москва, Большая Филевская , 3к1",55.7513553,37.5172619,Фили,612.9297839326589
Пресненский,Краснопресненская, Красная Пресня,14,9,9,38.0,,,2,,,,114500,0,ID 29110986,realtor,,https://www.cian.ru/rent/flat/317607951/,"Москва,  Красная Пресня, 14",55.7616689,37.5723195,Краснопресненская,321.5696964588749
Фили-Давыдково,Давыдково,Аминьевское шоссе,30,4,5,43.0,,,2,,,,70000,0,ID 230274,unknown,,https://www.cian.ru/rent/flat/317607887/,"Москва, Аминьевское шоссе, 30",55.7187079,37.4518054,Давыдково,379.4820731145712
Восточное Измайлово,Первомайская,Верхняя Первомайская ,65К2,5,5,50.0,,,2,,,,70000,0,ID 130650854,realtor,,https://www.cian.ru/rent/flat/317607847/,"Москва, Верхняя Первомайская , 65К2",55.8010152,37.8076767,Первомайская,868.8277972492539
Хорошево-Мневники,Народное Ополчение,проспект Маршала Жукова,10,9,9,40.0,,,2,,,,95000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317607818/,"Москва, проспект Маршала Жукова, 10",55.7763431,37.4965445,Хорошёво,675.4251887330607
Бирюлево Восточное,,Липецкая ,24К1,11,12,62.0,,,2,,,,60000,0,ID 13608680,homeowner,,https://www.cian.ru/rent/flat/317607598/,"Москва, Липецкая , 24К1",55.5928209,37.6701276,Орехово,2754.2601214281776
Кунцево,Молодёжная,Ярцевская ,24К1,5,25,50.0,,,2,,,,90000,0,Наталия Шерстюк,realtor,,https://www.cian.ru/rent/flat/317607326/,"Москва, Ярцевская , 24К1",55.7391301,37.4141765,Молодёжная,248.43700886978593
Нагатинский затон,Нагатинский Затон,Коломенская набережная,12,6,17,54.0,,,2,,,,70000,0,Ирина Вьюговская,realtor,,https://www.cian.ru/rent/flat/317607213/,"Москва, Коломенская набережная, 12",55.6792493,37.7038766,Нагатинский затон,588.8477898271913
Хорошево-Мневники,Бульвар Генерала Карбышева,проспект Маршала Жукова,40,4,5,44.0,,,2,,,,65000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317607114/,"Москва, проспект Маршала Жукова, 40",55.7770924,37.4711353,Народное Ополчение,909.5520535211102
Ивановское,Новогиреево,Зеленый проспект,93А,18,22,62.0,,,2,,,,94000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317607112/,"Москва, Зеленый проспект, 93А",55.7518382,37.8255129,Новогиреево,559.8711041304194
Арбат,Смоленская, Новый Арбат,32,7,13,123.0,,,2,,,,520000,0,StateMarks,real_estate_agent,,https://www.cian.ru/rent/flat/317606887/,"Москва,  Новый Арбат, 32",55.7532911,37.5801398,Смоленская,669.7791267236212
Сокольники,Рижская, Сокольнический Вал,1,2,21,34.0,,,2,,,,95000,0,Аркаим,real_estate_agent,,https://www.cian.ru/rent/flat/317606781/,"Москва,  Сокольнический Вал, 1",55.7923713,37.676711,Сокольники,447.2798291238006
Проспект Вернадского,Проспект Вернадского,проспект Вернадского,61к1,11,17,52.0,,,2,,,,85000,0,МИЭЛЬ,real_estate_agent,,https://www.cian.ru/rent/flat/317606635/,"Москва, проспект Вернадского, 61к1",55.6717956,37.5027526,Проспект Вернадского,637.4967198034444
Хорошевский,Беговая, Маргелова,3к3,2,25,62.0,,,2,,,,130000,0,МИЭЛЬ,real_estate_agent,,https://www.cian.ru/rent/flat/317606629/,"Москва,  Маргелова, 3к3",55.7775244,37.5410282,Беговая                                                                                 ,550.5799789164896
Лефортово,Серп и Молот,1-й Краснокурсантский проезд,1/5,3,8,64.7,,,2,,,,90000,0,ID 7082272,unknown,,https://www.cian.ru/rent/flat/317606236/,"Москва, 1-й Краснокурсантский проезд, 1/5",55.7573354,37.6914744,Площадь Ильича,1264.143914696024
Хорошево-Мневники,Терехово , Нижние Мневники,9,2,15,42.0,,,2,,,,125000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317605591/,"Москва,  Нижние Мневники, 9",55.7515466,37.4526279,Терехово,564.6786511967518
Коптево,Коптево,бульвар Матроса Железняка,23К2,5,14,56.0,,,2,,,,74999,0,Галина Гордон,realtor,,https://www.cian.ru/rent/flat/317605406/,"Москва, бульвар Матроса Железняка, 23К2",55.8345684,37.5284195,Коптево,765.0094561185111
Митино,Пятницкое шоссе,Митинская ,57,17,17,54.0,,,2,,,,55000,0,Надежда Малышева,realtor,,https://www.cian.ru/rent/flat/317605242/,"Москва, Митинская , 57",55.8554168,37.3521105,Пятницкое шоссе,173.86028793424026
Новогиреево,Новогиреево,Федеративный проспект,34К2,10,12,46.0,,,2,,,,70000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317605230/,"Москва, Федеративный проспект, 34К2",55.7540439,37.8153679,Новогиреево,272.18957294021624
Лианозово,Алтуфьево,Алтуфьевское шоссе,85,22,22,60.0,,,2,,,,75000,0,Виолетта Ястржембская,realtor,,https://www.cian.ru/rent/flat/317605155/,"Москва, Алтуфьевское шоссе, 85",55.8913268,37.5855134,Алтуфьево,748.7919047215051
Филевский парк,Багратионовская,Барклая ,6Ак1,2,24,50.0,,,2,,,,130000,0,EMPIRE HOME,real_estate_agent,,https://www.cian.ru/rent/flat/317605116/,"Москва, Барклая , 6Ак1",55.7407159,37.5065589,Багратионовская,653.8286582314081
,Кокошкино, Аэростатная,6к1,13,14,61.2,,,2,,,,70000,0,ID 102262474,homeowner,,https://www.cian.ru/rent/flat/317604969/,"Москва,  Аэростатная, 6к1",55.5885425,37.1718311,Аэропорт Внуково,7581.763140855106
Северное Тушино,Сходненская,бульвар Яна Райниса,12,2,9,44.0,,,2,,,,45000,0,ID 26913,realtor,,https://www.cian.ru/rent/flat/317604948/,"Москва, бульвар Яна Райниса, 12",55.8506743,37.4254099,Сходненская                                                                             ,888.9841889834134
Дорогомилово,Киевская,Кутузовский проспект,1/7,4,7,59.0,,,2,,,,150000,0,Life Style,real_estate_agent,,https://www.cian.ru/rent/flat/317604782/,"Москва, Кутузовский проспект, 1/7",55.750274,37.5713217,Смоленская,760.0424801387383
Новогиреево,Перово,Кусковская ,21К3,4,9,38.0,,,2,,,,55000,0,Ирина Нечаева,realtor,,https://www.cian.ru/rent/flat/317604474/,"Москва, Кусковская , 21К3",55.7403356,37.780119,Перово,1265.7068912163375
Северное Измайлово,Щёлковская,Щелковское шоссе,74,14,14,54.0,,,2,,,,70000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603975/,"Москва, Щелковское шоссе, 74",55.8101414,37.8106949,Щёлковская,762.8162562058851
